mean_pitch,pitch_variability,tempo,mean_intensity,intensity_variability,total_silence_duration,num_pauses,spectral_entropy,jitter,shimmer,hnr,speech_segment_durations,formant_1,formant_2,file_name,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_std_13
890.7376,692.54364,[101.33272059],0.0017029977,0.0014148396,57.49859410430839,219,20.365899551563142,5.52448,,-8.087134e-07,104.5014058956916,0.9231715,0.9231715,117.mp3,-642.3317260742188,158.49534606933594,17.12269401550293,9.699737548828125,9.893260955810547,15.614173889160156,6.139916896820068,-16.144634246826172,-10.029768943786621,-5.07887077331543,-8.138933181762695,-0.12368915975093842,-10.962526321411133,42.94414520263672,29.48889923095703,19.439558029174805,19.35082244873047,16.571121215820312,12.549596786499023,10.389277458190918,14.351985931396484,9.089411735534668,8.215012550354004,9.325334548950195,8.86135196685791,8.78122615814209
842.1202,775.2355,[93.96306818],0.003076587,0.0025195724,16.23074829931973,262,20.199101525880277,5.6391134,,-5.311104e-07,147.7692517006803,0.91830826,0.91830826,98.mp3,-602.001220703125,162.4349822998047,17.509376525878906,18.99344825744629,7.597881317138672,5.037848949432373,0.048345375806093216,-7.377713203430176,-7.4007792472839355,-4.295025825500488,-12.994044303894043,-1.1716225147247314,-4.508439064025879,56.22602844238281,38.91462707519531,21.20496940612793,25.990127563476562,18.08173179626465,14.719122886657715,11.278975486755371,13.229757308959961,10.261630058288574,8.868428230285645,12.082925796508789,9.026915550231934,9.461217880249023
883.04944,679.71454,[107.66601562],0.011332755,0.008805471,30.468934240362813,87,22.741754735753446,5.421445,,-3.9356325e-07,145.5310657596372,0.99631095,0.99631095,59.mp3,-500.3443908691406,158.9669189453125,7.3290300369262695,-1.157333493232727,10.688769340515137,10.197907447814941,-11.730196952819824,-18.21501922607422,-7.8718061447143555,-11.325576782226562,-14.981078147888184,-2.2115590572357178,-11.221270561218262,63.72739791870117,41.98786163330078,26.07897186279297,29.592374801635742,21.578899383544922,14.832280158996582,16.452865600585938,13.1869478225708,10.255343437194824,10.031037330627441,11.255260467529297,9.421625137329102,11.344278335571289
848.132,653.9403,[99.38401442],0.0037108113,0.0030714031,28.926712018140588,95,20.882027116541106,5.415809,,-8.3569506e-07,88.07328798185941,0.98603404,0.98603404,77.mp3,-578.0950317382812,161.63314819335938,17.84025001525879,10.120187759399414,10.505791664123535,9.030730247497559,1.9980813264846802,-10.19497013092041,-8.040307998657227,-6.509469985961914,-5.278548717498779,1.0278371572494507,-10.008955001831055,62.9640007019043,39.31654739379883,22.57321548461914,20.5333194732666,20.507442474365234,15.902399063110352,12.162454605102539,10.775619506835938,10.108159065246582,9.69499683380127,9.374327659606934,8.717461585998535,9.1404447555542
836.7795,680.287,[132.51201923],0.008318876,0.00849891,85.47573696145125,270,21.487946694115298,5.460816,,-7.8903645e-07,172.52426303854875,0.997375,0.997375,84.mp3,-525.5469360351562,130.52752685546875,24.81683349609375,10.249611854553223,4.019669055938721,0.01136100385338068,-10.201845169067383,-16.813928604125977,-10.799806594848633,-12.254734992980957,-12.870240211486816,-5.684868812561035,-9.449243545532227,71.33767700195312,48.54265594482422,23.872896194458008,26.74689483642578,21.367494583129883,14.260202407836914,15.4992036819458,13.353894233703613,11.088055610656738,11.085354804992676,10.333969116210938,10.29691219329834,10.641042709350586
837.1448,708.80347,[117.45383523],0.004882281,0.0034407685,22.519274376417233,127,22.137537772162915,5.2310104,,-9.997882e-07,140.48072562358277,1.02082,1.02082,107.mp3,-587.4495239257812,154.49327087402344,16.603364944458008,10.162430763244629,6.4071125984191895,-6.5765275955200195,-15.985100746154785,-11.589327812194824,-9.671524047851562,-9.314539909362793,-10.31552791595459,-6.428920745849609,-7.972386837005615,47.2828254699707,33.52326965332031,22.532651901245117,21.043428421020508,22.080930709838867,14.444737434387207,14.973596572875977,12.503595352172852,10.324633598327637,11.571283340454102,9.67292594909668,9.805547714233398,8.198617935180664
835.982,671.25244,[151.99908088],0.0014089615,0.0013320274,21.443628117913832,381,20.1139673221324,5.6995044,,-1.1878387e-06,105.55637188208617,0.9677861,0.7477963,93.mp3,-655.3877563476562,145.35910034179688,13.356365203857422,15.47360610961914,12.328388214111328,8.782389640808105,0.39457231760025024,-8.077173233032227,-3.36879825592041,1.7796653509140015,-4.90239143371582,2.0982155799865723,-7.937612056732178,44.457374572753906,24.864707946777344,14.289970397949219,17.308156967163086,17.090866088867188,10.461896896362305,12.00931167602539,13.680850982666016,8.21286392211914,7.88278341293335,8.574389457702637,8.224933624267578,6.757133483886719
882.6585,821.3252,[93.96306818],0.0041323416,0.0033436203,25.73387755102041,85,21.943703204600414,5.3073025,,-6.9310704e-07,106.26612244897959,0.999619,0.999619,105.mp3,-586.782958984375,156.40113830566406,7.031008243560791,12.336339950561523,12.323593139648438,12.551898956298828,-2.580183744430542,-20.19693946838379,-5.657774925231934,-12.018096923828125,-16.528886795043945,-2.2688241004943848,-13.003190994262695,58.680580139160156,35.36982727050781,21.752382278442383,23.092771530151367,16.299663543701172,16.24568748474121,13.639106750488281,14.627055168151855,9.901649475097656,11.219968795776367,12.469234466552734,8.880377769470215,10.859130859375
946.52875,750.95074,[178.20581897],0.0016271693,0.0019864077,49.17061224489796,337,19.91160457032799,5.8358197,,-1.2279785e-06,72.82938775510205,0.95445025,0.80038416,91.mp3,-644.5732421875,140.00621032714844,12.180229187011719,18.566558837890625,7.80403995513916,3.402008056640625,3.3992462158203125,-8.66740894317627,-5.152370929718018,2.7680752277374268,-5.522767543792725,1.0674344301223755,-7.342348575592041,51.871299743652344,25.599571228027344,19.710723876953125,17.3144474029541,13.369817733764648,9.016950607299805,11.121664047241211,12.72879409790039,9.070033073425293,8.83965015411377,9.590625762939453,6.8959221839904785,6.687664985656738
813.36847,683.17725,[101.33272059],0.0021764864,0.0018131473,17.253151927437642,294,20.312037291946314,5.5236335,,-6.8356974e-07,118.74684807256236,0.97119933,0.97119933,99.mp3,-621.9899291992188,158.0272216796875,9.785069465637207,15.044943809509277,18.584611892700195,9.523573875427246,0.4570193290710449,-10.527751922607422,-9.139951705932617,-5.337385177612305,-9.894742012023926,0.2662455439567566,-11.975603103637695,51.366294860839844,32.526607513427734,18.264612197875977,19.180444717407227,16.76647186279297,12.523370742797852,11.758490562438965,11.474054336547852,10.198084831237793,10.616199493408203,9.290761947631836,7.539698123931885,8.66023063659668
701.33704,576.6272,[129.19921875],0.0065599754,0.0058193193,31.451428571428572,135,21.2217109830398,5.40895,,-5.43628e-07,100.54857142857144,0.9750755,0.9750755,87.mp3,-557.1301879882812,143.76390075683594,37.305320739746094,13.502686500549316,-0.810429573059082,3.727856397628784,-0.508338987827301,-21.029956817626953,-16.966777801513672,-2.65895938873291,-6.288797855377197,-10.477886199951172,-9.557209968566895,57.85977554321289,42.358219146728516,21.545921325683594,24.847253799438477,21.720291137695312,15.413369178771973,9.672098159790039,15.118291854858398,14.835433959960938,10.364038467407227,8.597562789916992,10.403406143188477,10.281474113464355
842.4895,589.057,[97.50884434],0.003015422,0.0035279316,38.92390022675737,147,20.636771838891267,5.7228703,,-6.998083e-07,41.07609977324263,0.96063036,0.96063036,53.mp3,-608.9058227539062,153.64352416992188,19.627771377563477,-1.6239368915557861,8.340286254882812,7.216039180755615,-7.168336868286133,-9.870428085327148,-6.485012054443359,-4.6201558113098145,-1.3308887481689453,0.8544081449508667,-3.659468650817871,58.46561050415039,24.600805282592773,25.603416442871094,18.111919403076172,17.389476776123047,8.126622200012207,17.14583969116211,9.73448371887207,7.187405109405518,8.610150337219238,9.319220542907715,6.411624431610107,5.837764263153076
913.75446,746.7974,[129.19921875],0.00617706,0.004335094,12.946666666666667,88,21.494946788524132,5.3327317,,-7.429144e-07,116.05333333333333,1.0006881,1.0006881,68.mp3,-540.9423217773438,172.32595825195312,5.453520774841309,1.3215148448944092,20.497621536254883,16.385591506958008,-7.22697639465332,-17.460315704345703,-8.848454475402832,-12.324875831604004,-15.289758682250977,-2.554734230041504,-6.459190368652344,48.57805252075195,37.49089431762695,20.52092742919922,24.228872299194336,22.05363655090332,16.625045776367188,15.978164672851562,12.901808738708496,10.14985466003418,10.92060375213623,11.997565269470215,9.714570999145508,9.448782920837402
786.5732,653.0447,[120.18531977],0.0014780378,0.0012257518,0.615328798185941,32,19.67310377508941,5.8501306,,-9.930077e-07,112.38467120181406,0.9746011,0.644105,89.mp3,-657.8569946289062,155.41329956054688,11.36322021484375,26.552467346191406,8.57224178314209,13.631915092468262,2.1854498386383057,-2.432443618774414,-10.641252517700195,1.68795907497406,-9.702332496643066,3.4404399394989014,-3.4617133140563965,47.878177642822266,25.58417320251465,14.429658889770508,18.503149032592773,18.44106674194336,11.77116584777832,9.620006561279297,9.649763107299805,11.741280555725098,8.534722328186035,8.72115421295166,9.534578323364258,9.25223159790039
797.83777,632.3731,[156.60511364],0.0028314951,0.0023864852,0.011609977324263039,2,20.86747863096287,5.6541247,,-5.514745e-07,98.98839002267573,0.9713843,0.74514055,35.mp3,-604.30615234375,159.0102996826172,14.607433319091797,14.21777629852295,1.4136043787002563,9.247148513793945,0.8046309947967529,-15.404581069946289,-5.791966438293457,-4.217279434204102,-10.698807716369629,5.177427768707275,-5.497512340545654,38.70133972167969,26.19424819946289,12.561238288879395,19.903112411499023,16.368684768676758,10.605778694152832,9.800884246826172,11.79347038269043,7.535817623138428,7.928537845611572,8.228641510009766,7.510345458984375,6.379211902618408
758.1264,530.7625,[161.49902344],0.0033791948,0.0025040277,0.5804988662131519,27,20.672396089946293,5.586175,,-5.983971e-07,114.41950113378685,0.9719631,0.9719631,33.mp3,-610.4910278320312,167.07510375976562,15.018959045410156,13.103764533996582,4.2961859703063965,2.229626417160034,-1.400797963142395,-15.815902709960938,-10.380849838256836,-3.5781052112579346,-7.594594478607178,2.7759506702423096,-5.467142105102539,30.726665496826172,22.210796356201172,12.37553596496582,15.969767570495605,15.76809310913086,11.995692253112793,10.741463661193848,8.658116340637207,6.825130462646484,6.30192756652832,7.034804344177246,7.454821586608887,5.973623752593994
880.6844,684.2606,[120.18531977],0.0024409932,0.0018120498,0.09287981859410431,5,20.832001065406377,5.6913633,,-6.172466e-07,136.9071201814059,0.9365955,0.7856434,34.mp3,-595.8433837890625,159.68968200683594,6.848499774932861,18.004016876220703,-1.3155412673950195,8.196510314941406,1.0756648778915405,-21.12327003479004,-4.496817588806152,1.2476221323013306,-10.987358093261719,1.2747647762298584,-7.894191741943359,39.59281539916992,29.109058380126953,16.24118423461914,23.250608444213867,20.008563995361328,12.2017822265625,9.851244926452637,12.973077774047852,8.389607429504395,7.36243200302124,8.448139190673828,8.624167442321777,6.976996421813965
957.577,729.6429,[126.04801829],0.004630183,0.0031033682,0.22058956916099773,14,21.026549413329505,5.6580434,,-4.1669261e-07,153.779410430839,0.9158442,0.9158442,65.mp3,-538.4874267578125,173.96229553222656,-3.16668963432312,12.061503410339355,8.09982681274414,8.091194152832031,-6.0225830078125,-16.704654693603516,-2.536478042602539,-5.526886940002441,-15.782522201538086,2.1653716564178467,-11.297279357910156,45.347171783447266,35.001060485839844,19.58606719970703,23.913862228393555,20.716947555541992,15.374667167663574,13.206491470336914,11.835875511169434,10.915706634521484,10.542779922485352,9.471712112426758,8.124368667602539,9.973326683044434
766.2391,623.0019,[117.45383523],0.0061231297,0.0047601177,27.17895691609977,170,21.990722138552876,5.380545,,-2.2327056e-07,148.82104308390024,0.95932126,0.95932126,20.mp3,-535.5526733398438,158.20623779296875,11.400538444519043,16.289226531982422,9.427935600280762,6.979867935180664,-6.338836669921875,-12.18409538269043,-9.301384925842285,-13.150796890258789,-12.851119041442871,1.2853878736495972,-11.506428718566895,52.698333740234375,34.35197830200195,17.094629287719727,21.01297378540039,18.404285430908203,15.162961959838867,14.026527404785156,11.378022193908691,11.087596893310547,13.430603981018066,9.289762496948242,9.212652206420898,10.111769676208496
764.9199,620.0093,[103.359375],0.0029422704,0.0026626945,21.730975056689342,171,21.53914047774073,5.534711,,-1.2087513e-06,74.26902494331065,0.97107095,0.78805166,116.mp3,-631.6615600585938,147.73123168945312,18.249788284301758,12.33909797668457,5.770299434661865,6.961543083190918,-3.139279365539551,-11.105598449707031,-11.04561710357666,-6.012877464294434,-7.359400272369385,-0.45509639382362366,-8.551966667175293,54.767311096191406,31.12952423095703,19.23663902282715,20.203834533691406,17.3956356048584,11.467575073242188,14.379637718200684,13.243887901306152,10.115020751953125,9.788703918457031,9.581006050109863,8.680835723876953,7.8127007484436035
888.5444,651.2465,[215.33203125],0.004426973,0.0038714707,43.46775510204082,122,20.735760915207106,5.50449,,-4.681811e-07,114.53224489795919,1.0058982,1.0058982,70.mp3,-556.6110229492188,159.19358825683594,18.711811065673828,4.661612510681152,4.946658611297607,7.171794414520264,1.5196107625961304,-15.842004776000977,-10.65030574798584,-3.587597131729126,-4.782917022705078,-3.20127534866333,-12.402525901794434,49.698116302490234,29.100936889648438,20.396841049194336,18.936731338500977,14.923009872436523,12.449617385864258,9.087435722351074,12.653874397277832,10.218351364135742,8.867263793945312,10.26889705657959,7.511272430419922,11.033825874328613
789.4218,601.7041,[90.66611842],0.0033896472,0.0026581027,4.423401360544218,158,21.08353646264018,5.3776455,,-4.6201018e-07,170.5765986394558,1.0007434,1.0007434,15.mp3,-592.28515625,172.1189422607422,4.183539390563965,14.40655517578125,6.880411624908447,2.7908260822296143,-2.066862106323242,-13.137657165527344,-4.3838372230529785,-6.529291152954102,-14.194721221923828,2.017119884490967,-9.597984313964844,52.210060119628906,30.434492111206055,19.42463493347168,20.743505477905273,17.879209518432617,13.75256633758545,10.267511367797852,11.8548583984375,8.629688262939453,11.412740707397461,10.065984725952148,8.238687515258789,8.700746536254883
815.1664,637.2665,[107.66601562],0.0038743124,0.0030037658,9.276371882086167,152,21.260235661844245,5.552211,,-3.9011744e-07,116.72362811791383,0.99546623,0.99546623,45.mp3,-582.1224365234375,170.39968872070312,9.662370681762695,11.918429374694824,5.9078168869018555,3.1078147888183594,-3.601858377456665,-14.392526626586914,-9.856926918029785,-8.873407363891602,-7.629915237426758,0.27037951350212097,-11.739032745361328,54.05213165283203,33.71253204345703,20.693626403808594,24.10467529296875,17.110145568847656,14.881280899047852,11.683223724365234,13.013580322265625,11.243125915527344,10.357732772827148,9.671104431152344,7.995392322540283,9.425069808959961
693.2207,584.67035,[135.99917763],0.0012553155,0.0015836516,13.072834467120181,321,19.779883598818007,5.791849,,-1.46738e-06,65.92716553287981,0.98308307,0.66340834,110.mp3,-684.6516723632812,142.4388427734375,18.29367446899414,18.54509162902832,11.725513458251953,12.089001655578613,4.901700496673584,-6.145586967468262,-8.985780715942383,0.738715648651123,-7.902316570281982,2.5032856464385986,-5.961202621459961,62.16437530517578,25.069368362426758,15.114336013793945,16.58697509765625,14.623398780822754,10.013285636901855,8.732991218566895,11.694169998168945,8.597122192382812,8.019726753234863,9.533432006835938,7.640631675720215,8.240286827087402
866.6174,670.81226,[89.10290948],0.003930126,0.0023938953,1.787936507936508,29,21.062393268278488,5.391779,,-3.0408395e-07,115.21206349206349,0.93411636,0.93411636,56.mp3,-547.3381958007812,167.43104553222656,-2.0467145442962646,21.14385414123535,3.634664535522461,10.74361515045166,-0.3790050446987152,-15.952054977416992,-9.795085906982422,-6.548863410949707,-11.792588233947754,-0.18422335386276245,-12.396453857421875,41.9449348449707,28.956523895263672,16.583763122558594,22.729454040527344,18.45475959777832,11.478196144104004,11.292196273803711,10.596914291381836,10.242998123168945,10.037392616271973,9.078676223754883,8.375068664550781,9.466550827026367
776.21423,693.6395,[101.33272059],0.0026255995,0.0021248884,28.827573696145123,111,21.106537079615688,5.4902773,,-7.616837e-07,86.17242630385488,0.9636673,0.70985544,94.mp3,-612.0146484375,128.93753051757812,29.688762664794922,14.64273738861084,12.20470905303955,15.704895973205566,-1.3099278211593628,-19.497589111328125,-6.5959391593933105,-2.415971040725708,-9.341269493103027,-4.080177307128906,-5.2868475914001465,38.419837951660156,29.240161895751953,17.768827438354492,21.55732536315918,18.15345573425293,11.012837409973145,11.69942569732666,14.560139656066895,9.060469627380371,8.441678047180176,10.033337593078613,9.124502182006836,7.0789666175842285
837.82465,638.49927,[132.51201923],0.0050894846,0.0037062145,19.62548752834467,95,21.902327184294553,5.0651474,,-6.8344417e-07,111.37451247165532,1.0337895,1.0337895,73.mp3,-581.8587646484375,144.13638305664062,31.44721794128418,-1.3323066234588623,1.898576021194458,5.193633079528809,-5.860750198364258,-17.865169525146484,-10.924653053283691,-4.495510578155518,-4.687504768371582,-2.3041558265686035,-3.873044013977051,28.237958908081055,23.674854278564453,16.10760498046875,17.8365478515625,17.009815216064453,9.885647773742676,12.840794563293457,10.950562477111816,8.654830932617188,8.788168907165527,8.900520324707031,7.420661926269531,6.5574049949646
740.1405,603.31476,[126.04801829],0.00066504057,0.0008032167,21.947755102040816,428,19.02801102933313,5.9409,,-1.638154e-06,64.05224489795918,0.9767334,0.6862857,108.mp3,-697.7877807617188,133.53042602539062,19.703166961669922,17.041357040405273,13.507781028747559,6.023698806762695,4.5681023597717285,-2.9751105308532715,-3.4079229831695557,1.9366103410720825,-4.932025909423828,4.425179958343506,-2.4497759342193604,39.90707015991211,17.166337966918945,15.283777236938477,14.109989166259766,10.089132308959961,8.200725555419922,7.854098320007324,7.5226359367370605,6.4090962409973145,7.305150032043457,6.7833943367004395,6.2096381187438965,6.174368858337402
836.7989,650.9146,[114.84375],0.0070997546,0.0060755364,33.870113378684806,98,21.610556140479652,5.6237307,,-4.2386716e-07,104.1298866213152,0.99096817,0.99096817,66.mp3,-521.7969970703125,149.37648010253906,12.760429382324219,7.1235175132751465,9.05544662475586,6.588140964508057,-10.475770950317383,-23.388925552368164,-7.8934736251831055,-7.372481346130371,-12.76858139038086,-2.163471221923828,-9.068525314331055,56.020294189453125,30.741676330566406,25.031801223754883,19.217859268188477,18.309345245361328,12.398357391357422,12.817839622497559,14.8517427444458,9.297432899475098,9.238877296447754,10.751039505004883,9.694245338439941,8.801361083984375
792.00146,612.60614,[156.60511364],0.001181787,0.0014161093,7.87156462585034,276,19.248804406719337,5.9997144,,-7.0120166e-07,102.12843537414966,1.1405017,1.0470111,48.mp3,-658.5938720703125,154.64308166503906,18.65422248840332,11.574555397033691,11.231424331665039,5.186156749725342,0.5176540017127991,-4.812188625335693,-4.522470951080322,-0.840449869632721,-3.7340526580810547,-0.30708980560302734,-8.75647258758545,41.72450637817383,19.888439178466797,15.434247016906738,15.14017391204834,10.381171226501465,9.97116756439209,8.510503768920898,10.837724685668945,7.999186038970947,7.028592586517334,7.336409091949463,7.559680938720703,6.592325210571289
841.31696,803.76556,[93.96306818],0.0028749504,0.0029710857,35.54975056689342,126,20.379983993928047,5.556822,,-7.892181e-07,69.45024943310658,0.9678168,0.702384,88.mp3,-623.0551147460938,142.91934204101562,21.763296127319336,25.13213539123535,9.929389953613281,9.260680198669434,0.8479281663894653,-12.398917198181152,-8.439146041870117,-6.427650451660156,-11.130016326904297,-3.0070817470550537,-9.1384916305542,60.516448974609375,35.83034896850586,20.118541717529297,25.002948760986328,16.987165451049805,13.745946884155273,9.964319229125977,14.538215637207031,11.10863208770752,10.804302215576172,10.774110794067383,10.002607345581055,11.267571449279785
796.47565,555.3552,[139.67483108],0.0033268388,0.0033035395,17.642721088435373,269,20.185368248840575,5.674293,,-5.709236e-07,77.35727891156462,0.9719653,0.9719653,58.mp3,-606.157958984375,172.7447509765625,17.41478157043457,4.1064019203186035,8.862278938293457,6.663649082183838,-3.3048439025878906,-11.935038566589355,-10.71109676361084,-8.777854919433594,-6.936066150665283,2.081394672393799,-9.370834350585938,58.16463851928711,34.29817199707031,16.5374698638916,20.065200805664062,15.668232917785645,10.52563190460205,11.356616020202637,10.801698684692383,7.774071216583252,11.672633171081543,11.265503883361816,7.146029949188232,9.58558464050293
669.36755,565.7576,[117.45383523],0.0027403804,0.0022870626,9.148662131519274,251,20.24704812677307,5.2775736,,-7.965857e-07,158.85133786848073,0.992625,0.992625,86.mp3,-616.7072143554688,163.0081787109375,18.511070251464844,16.611440658569336,18.920772552490234,13.192652702331543,0.04847295582294464,-9.860920906066895,-1.2687968015670776,-3.331326723098755,-9.644993782043457,3.0413765907287598,-6.367501735687256,57.41615676879883,32.9509391784668,19.861907958984375,18.37152099609375,16.87891960144043,11.65399169921875,12.836601257324219,12.5121431350708,8.891324996948242,11.85285758972168,9.012941360473633,7.863666534423828,9.984932899475098
